Date,Effective Federal Funds Rate,Treasury Bill Secondary Market Rate,Treasury Constant Maturity Rate,Breakeven Inflation Rate,Forward Inflation Expectation Rate,Bank Prime Loan Rate
2013-10-11,0.1,0.15,1.14,1.53,2.57,3.25
2013-10-12,0.1,0.14,1.11,1.51,2.61,3.25
2013-10-13,0.1,0.14,1.11,1.48,2.6,3.25
2013-10-14,0.1,0.13,1.15,1.52,2.62,3.25
2013-10-15,0.1,0.13,1.17,1.56,2.62,3.25
2013-10-16,0.11,0.14,1.2,1.62,2.66,3.25
2013-10-17,0.1,0.14,1.27,1.63,2.67,3.25
2013-10-18,0.1,0.14,1.34,1.59,2.67,3.25
2013-10-19,0.1,0.13,1.23,1.52,2.72,3.25
2013-10-20,0.1,0.12,1.17,1.48,2.78,3.25
2013-10-21,0.09,0.13,1.17,1.51,2.83,3.25
2013-10-22,0.08,0.13,1.15,1.49,2.79,3.25
2013-10-23,0.08,0.13,1.11,1.51,2.83,3.25
2013-10-24,0.08,0.13,1.04,1.52,2.66,3.25
2013-10-25,0.08,0.13,1.1,1.57,2.63,3.25
2013-10-26,0.08,0.13,1.13,1.58,2.66,3.25
2013-10-27,0.08,0.13,1.27,1.58,2.7,3.25
2013-10-28,0.08,0.13,1.23,1.6,2.58,3.25
2013-10-29,0.08,0.13,1.35,1.57,2.53,3.25
2013-10-30,0.08,0.14,1.51,1.57,2.53,3.25
2013-10-31,0.07,0.15,1.49,1.49,2.47,3.25
2013-11-01,0.08,0.14,1.49,1.53,2.57,3.25
2013-11-02,0.08,0.15,1.51,1.57,2.57,3.25
2013-11-03,0.08,0.14,1.54,1.59,2.63,3.25
2013-11-04,0.08,0.15,1.44,1.58,2.62,3.25
2013-11-05,0.08,0.15,1.4,1.54,2.62,3.25
2013-11-06,0.08,0.16,1.56,1.59,2.67,3.25
2013-11-07,0.08,0.16,1.53,1.6,2.64,3.25
2013-11-08,0.08,0.18,1.51,1.58,2.64,3.25
2013-11-09,0.08,0.17,1.47,1.54,2.6,3.25
2013-11-10,0.08,0.16,1.64,1.6,2.68,3.25
2013-11-11,0.08,0.16,1.68,1.64,2.7,3.25
2013-11-12,0.08,0.14,1.64,1.62,2.72,3.25
2013-11-13,0.08,0.15,1.53,1.6,2.72,3.25
2013-11-14,0.09,0.14,1.74,1.67,2.79,3.25
2013-11-15,0.09,0.15,1.87,1.68,2.7,3.25
2013-11-16,0.09,0.14,1.9,1.65,2.63,3.25
2013-11-17,0.09,0.13,1.98,1.65,2.67,3.25
2013-11-18,0.09,0.15,1.91,1.66,2.7,3.25
2013-11-19,0.09,0.15,2.08,1.69,2.75,3.25
2013-11-20,0.09,0.14,2.11,1.77,2.85,3.25
2013-11-21,0.09,0.13,2.06,1.78,2.86,3.25
2013-11-22,0.09,0.11,1.97,1.75,2.81,3.25
2013-11-23,0.09,0.14,1.99,1.75,2.83,3.25
2013-11-24,0.09,0.14,1.99,1.77,2.81,3.25
2013-11-25,0.09,0.14,2.02,1.81,2.85,3.25
2013-11-26,0.09,0.14,2.09,1.83,2.83,3.25
2013-11-27,0.09,0.17,2.08,1.83,2.77,3.25
2013-11-28,0.09,0.15,2.18,1.84,2.82,3.25
2013-11-29,0.07,0.13,2.03,1.81,2.77,3.25
2013-11-30,0.07,0.12,2.06,1.82,2.78,3.25
2013-12-01,0.07,0.12,2.01,1.83,2.77,3.25
2013-12-02,0.09,0.15,2.02,1.82,2.8,3.25
2013-12-03,0.09,0.14,2.01,1.86,2.84,3.25
2013-12-04,0.09,0.14,2.14,1.94,2.9,3.25
2013-12-05,0.09,0.15,2.09,1.96,2.86,3.25
2013-12-06,0.09,0.14,1.96,1.91,2.81,3.25
2013-12-07,0.09,0.15,1.93,1.91,2.81,3.25
2013-12-08,0.09,0.15,1.98,2,2.8,3.25
2013-12-09,0.09,0.15,1.99,2,2.84,3.25
2013-12-10,0.09,0.15,1.93,1.95,2.79,3.25
2013-12-11,0.08,0.15,1.95,1.93,2.77,3.25
2013-12-12,0.09,0.16,1.97,1.95,2.85,3.25
2013-12-13,0.08,0.16,1.95,1.94,2.82,3.25
2013-12-14,0.08,0.16,2.06,1.9,2.6,3.25
2013-12-15,0.08,0.16,2.04,1.92,2.56,3.25
2013-12-16,0.09,0.16,2.03,1.93,2.57,3.25
2013-12-17,0.09,0.16,1.96,1.94,2.54,3.25
2013-12-18,0.09,0.16,2.03,1.96,2.62,3.25
2013-12-19,0.09,0.15,1.98,1.9,2.62,3.25
2013-12-20,0.09,0.15,1.92,1.93,2.61,3.25
2013-12-21,0.09,0.15,1.95,1.96,2.72,3.25
2013-12-22,0.09,0.15,2.02,2.01,2.73,3.25
2013-12-23,0.09,0.16,2.1,2.01,2.71,3.25
2013-12-24,0.08,0.14,2.18,2,2.7,3.25
2013-12-25,0.08,0.15,2.27,1.99,2.77,3.25
2013-12-26,0.08,0.16,2.29,1.98,2.74,3.25
2013-12-27,0.08,0.15,2.39,1.95,2.77,3.25
2013-12-28,0.08,0.14,2.33,1.94,2.68,3.25
2013-12-29,0.08,0.12,2.4,1.92,2.7,3.25
2013-12-30,0.08,0.12,2.38,1.88,2.68,3.25
2013-12-31,0.07,0.13,2.37,1.86,2.7,3.25
2014-01-01,0.07,0.13,2.35,1.91,2.65,3.25
2014-01-02,0.08,0.12,2.37,1.94,2.56,3.25
2014-01-03,0.08,0.09,2.3,1.97,2.57,3.25
2014-01-04,0.08,0.1,2.3,2.04,2.64,3.25
2014-01-05,0.08,0.12,2.16,2.09,2.59,3.25
2014-01-06,0.08,0.12,2.21,2.2,2.58,3.25
2014-01-07,0.07,0.13,2.19,2.2,2.62,3.25
2014-01-08,0.07,0.13,2.16,2.17,2.63,3.25
2014-01-09,0.07,0.15,2.13,2.15,2.63,3.25
2014-01-10,0.07,0.14,2.11,2.17,2.65,3.25
2014-01-11,0.07,0.13,2.16,2.25,2.65,3.25
2014-01-12,0.07,0.13,2.3,2.27,2.71,3.25
2014-01-13,0.07,0.12,2.17,2.24,2.74,3.25
2014-01-14,0.07,0.11,2.19,2.26,2.76,3.25
2014-01-15,0.07,0.11,2.22,2.31,2.79,3.25
2014-01-16,0.07,0.1,2.16,2.25,2.75,3.25
2014-01-17,0.07,0.08,2.05,2.22,2.7,3.25
2014-01-18,0.07,0.08,2.06,2.17,2.71,3.25
2014-01-19,0.07,0.09,2,2.15,2.71,3.25
2014-01-20,0.07,0.1,2,2.16,2.64,3.25
2014-01-21,0.07,0.1,1.87,2.09,2.65,3.25
2014-01-22,0.07,0.08,1.91,2.18,2.68,3.25
2014-01-23,0.07,0.07,1.96,2.18,2.68,3.25
2014-01-24,0.07,0.1,2.04,2.2,2.68,3.25
2014-01-25,0.07,0.1,2.07,2.19,2.59,3.25
2014-01-26,0.07,0.09,2.07,2.16,2.6,3.25
2014-01-27,0.07,0.09,2.14,2.22,2.72,3.25
2014-01-28,0.07,0.09,2.2,2.19,2.69,3.25
2014-01-29,0.07,0.11,2.23,2.18,2.74,3.25
2014-01-30,0.07,0.1,2.25,2.2,2.74,3.25
2014-01-31,0.07,0.1,2.21,2.19,2.75,3.25
2014-02-01,0.07,0.09,2.24,2.21,2.75,3.25
2014-02-02,0.07,0.07,2.24,2.25,2.79,3.25
2014-02-03,0.07,0.06,2.2,2.29,2.79,3.25
2014-02-04,0.07,0.07,2.28,2.32,2.8,3.25
2014-02-05,0.07,0.06,2.32,2.34,2.8,3.25
2014-02-06,0.07,0.04,2.29,2.33,2.85,3.25
2014-02-07,0.06,0.04,2.31,2.38,2.9,3.25
2014-02-08,0.06,0.05,2.31,2.38,2.88,3.25
2014-02-09,0.06,0.05,2.22,2.32,2.92,3.25
2014-02-10,0.07,0.06,2.19,2.3,2.92,3.25
2014-02-11,0.06,0.07,2.23,2.25,2.99,3.25
2014-02-12,0.07,0.07,2.14,2.23,2.99,3.25
2014-02-13,0.06,0.07,2.09,2.19,3.01,3.25
2014-02-14,0.06,0.06,2.09,2.24,3.02,3.25
2014-02-15,0.06,0.06,2.15,2.27,2.95,3.25
2014-02-16,0.06,0.06,2.14,2.29,2.89,3.25
2014-02-17,0.06,0.07,2.1,2.3,2.9,3.25
2014-02-18,0.07,0.07,2.05,2.32,2.84,3.25
2014-02-19,0.07,0.06,2.06,2.37,2.79,3.25
2014-02-20,0.07,0.04,2,2.41,2.71,3.25
2014-02-21,0.07,0.04,1.97,2.45,2.69,3.25
2014-02-22,0.07,0.05,1.96,2.44,2.68,3.25
2014-02-23,0.07,0.03,1.96,2.42,2.68,3.25
2014-02-24,0.07,0.03,1.95,2.41,2.69,3.25
2014-02-25,0.07,0.02,1.88,2.28,2.68,3.25
2014-02-26,0.07,0.02,1.87,2.25,2.71,3.25
2014-02-27,0.07,0.03,1.84,2.29,2.67,3.25
2014-02-28,0.06,0.03,1.91,2.31,2.67,3.25
2014-03-01,0.06,0.03,1.87,2.2,2.66,3.25
2014-03-02,0.06,0.02,1.89,2.2,2.66,3.25
2014-03-03,0.07,0.03,1.86,2.15,2.63,3.25
2014-03-04,0.07,0.04,1.83,2.12,2.56,3.25
2014-03-05,0.08,0.04,1.8,2.08,2.52,3.25
2014-03-06,0.08,0.05,1.87,2.14,2.58,3.25
2014-03-07,0.08,0.05,1.85,2.1,2.42,3.25
2014-03-08,0.08,0.05,1.82,2.07,2.53,3.25
2014-03-09,0.08,0.06,1.8,2.03,2.55,3.25
2014-03-10,0.08,0.06,1.81,2.07,2.59,3.25
2014-03-11,0.08,0.06,1.81,2.08,2.58,3.25
2014-03-12,0.08,0.05,1.72,2.06,2.56,3.25
2014-03-13,0.08,0.05,1.71,2.03,2.53,3.25
2014-03-14,0.08,0.06,1.68,2,2.5,3.25
2014-03-15,0.08,0.05,1.6,1.99,2.45,3.25
2014-03-16,0.08,0.04,1.65,2.02,2.5,3.25
2014-03-17,0.08,0.04,1.6,2.03,2.45,3.25
2014-03-18,0.08,0.05,1.6,2.03,2.47,3.25
2014-03-19,0.08,0.05,1.59,2.04,2.46,3.25
2014-03-20,0.08,0.04,1.52,2.01,2.43,3.25
2014-03-21,0.08,0.05,1.6,2.03,2.39,3.25
2014-03-22,0.08,0.05,1.58,1.99,2.41,3.25
2014-03-23,0.08,0.05,1.59,1.99,2.41,3.25
2014-03-24,0.09,0.05,1.7,2.04,2.52,3.25
2014-03-25,0.09,0.05,1.55,1.99,2.49,3.25
2014-03-26,0.08,0.05,1.52,1.95,2.45,3.25
2014-03-27,0.08,0.04,1.53,1.9,2.48,3.25
2014-03-28,0.08,0.03,1.55,1.89,2.47,3.25
2014-03-29,0.08,0.03,1.57,1.91,2.51,3.25
2014-03-30,0.08,0.02,1.58,1.9,2.48,3.25
2014-03-31,0.06,0.01,1.48,1.81,2.63,3.25
2014-04-01,0.08,0.02,1.4,1.79,2.69,3.25
2014-04-02,0.09,0.02,1.47,1.8,2.76,3.25
2014-04-03,0.08,0.03,1.62,1.88,2.76,3.25
2014-04-04,0.08,0.02,1.7,2,2.8,3.25
2014-04-05,0.08,0.03,1.76,2.03,2.83,3.25
2014-04-06,0.08,0.02,1.8,2.05,2.85,3.25
2014-04-07,0.09,0.02,1.7,2.03,2.75,3.25
2014-04-08,0.08,0.01,1.66,2.03,2.73,3.25
2014-04-09,0.08,0.03,1.74,2.1,2.74,3.25
2014-04-10,0.08,0.03,1.57,2.01,2.67,3.25
2014-04-11,0.09,0.03,1.49,2.01,2.61,3.25
2014-04-12,0.09,0.03,1.47,2.01,2.63,3.25
2014-04-13,0.09,0.01,1.45,1.99,2.67,3.25
2014-04-14,0.09,0.01,1.51,1.98,2.62,3.25
2014-04-15,0.1,0.02,1.46,1.98,2.68,3.25
2014-04-16,0.09,0.02,1.45,2,2.72,3.25
2014-04-17,0.09,0.03,1.45,2.02,2.72,3.25
2014-04-18,0.1,0.02,1.49,2.01,2.67,3.25
2014-04-19,0.1,0.05,1.56,2.04,2.66,3.25
2014-04-20,0.1,0.05,1.53,2.03,2.73,3.25
2014-04-21,0.1,0.05,1.55,2.06,2.84,3.25
2014-04-22,0.1,0.07,1.51,2.01,2.83,3.25
2014-04-23,0.1,0.08,1.56,2.1,2.8,3.25
2014-04-24,0.1,0.07,1.52,2.11,2.81,3.25
2014-04-25,0.09,0.1,1.35,2.07,2.81,3.25
2014-04-26,0.09,0.1,1.32,2.07,2.81,3.25
2014-04-27,0.09,0.06,1.23,1.99,2.75,3.25
2014-04-28,0.09,0.02,1.25,1.87,2.69,3.25
2014-04-29,0.1,0.02,1.12,1.79,2.67,3.25
2014-04-30,0.09,0.01,1.23,1.82,2.7,3.25
2014-05-01,0.09,0.05,1.11,1.74,2.66,3.25
2014-05-02,0.09,0.03,0.91,1.75,2.65,3.25
2014-05-03,0.09,0.02,0.93,1.95,2.65,3.25
2014-05-04,0.09,0.03,1.02,1.86,2.7,3.25
2014-05-05,0.09,0.02,0.96,1.84,2.68,3.25
2014-05-06,0.09,0.02,0.99,1.8,2.66,3.25
2014-05-07,0.08,0.03,0.95,1.74,2.62,3.25
2014-05-08,0.08,0.01,0.92,1.73,2.59,3.25
2014-05-09,0.08,0.01,0.9,1.62,2.36,3.25
2014-05-10,0.08,0.02,0.9,1.7,2.4,3.25
2014-05-11,0.08,0.01,0.94,1.73,2.41,3.25
2014-05-12,0.08,0.01,0.95,1.66,2.38,3.25
2014-05-13,0.09,0.02,1.05,1.65,2.43,3.25
2014-05-14,0.08,0.01,0.98,1.68,2.52,3.25
2014-05-15,0.09,0.01,0.94,1.64,2.44,3.25
2014-05-16,0.09,0.02,0.99,1.67,2.45,3.25
2014-05-17,0.09,0.01,0.94,1.67,2.43,3.25
2014-05-18,0.09,0.02,0.96,1.72,2.38,3.25
2014-05-19,0.09,0.02,0.9,1.72,2.44,3.25
2014-05-20,0.09,0.02,0.88,1.72,2.32,3.25
2014-05-21,0.09,0.02,0.88,1.63,2.23,3.25
2014-05-22,0.09,0.02,0.92,1.67,2.25,3.25
2014-05-23,0.09,0.02,0.88,1.73,2.27,3.25
2014-05-24,0.09,0.01,0.81,1.65,2.27,3.25
2014-05-25,0.09,0.01,0.87,1.63,2.25,3.25
2014-05-26,0.09,0.01,0.89,1.61,2.25,3.25
2014-05-27,0.09,0.01,0.91,1.58,2.24,3.25
2014-05-28,0.09,0.01,0.95,1.73,2.19,3.25
2014-05-29,0.09,0.01,0.94,1.69,2.21,3.25
2014-05-30,0.08,0.01,0.85,1.61,2.15,3.25
2014-05-31,0.08,0.01,0.85,1.67,2.15,3.25
2014-06-01,0.08,0.01,0.88,1.66,2.06,3.25
2014-06-02,0.09,0,0.79,1.49,1.93,3.25
2014-06-03,0.1,0.01,0.89,1.48,2,3.25
2014-06-04,0.09,0.02,0.92,1.48,2.1,3.25
2014-06-05,0.09,0.01,0.97,1.57,2.19,3.25
2014-06-06,0.09,0.02,0.99,1.57,2.17,3.25
2014-06-07,0.09,0.02,0.98,1.54,2.1,3.25
2014-06-08,0.09,0.02,0.96,1.5,2,3.25
2014-06-09,0.09,0.02,0.87,1.48,1.98,3.25
2014-06-10,0.09,0.01,0.9,1.49,2.03,3.25
2014-06-11,0.09,0,0.96,1.5,2.1,3.25
2014-06-12,0.09,0.01,1.01,1.58,2.18,3.25
2014-06-13,0.1,0.01,1.08,1.63,2.25,3.25
2014-06-14,0.1,0.02,1.14,1.65,2.25,3.25
2014-06-15,0.1,0.02,1.17,1.67,2.29,3.25
2014-06-16,0.1,0.02,1.11,1.61,2.23,3.25
2014-06-17,0.1,0.02,1.12,1.66,2.3,3.25
2014-06-18,0.1,0.04,1.08,1.66,2.22,3.25
2014-06-19,0.1,0.04,1.07,1.72,2.22,3.25
2014-06-20,0.1,0.03,1.05,1.71,2.19,3.25
2014-06-21,0.1,0.03,1.07,1.72,2.24,3.25
2014-06-22,0.1,0.02,1.08,1.74,2.26,3.25
2014-06-23,0.1,0.02,1.1,1.76,2.28,3.25
2014-06-24,0.1,0.01,1.01,1.76,2.28,3.25
2014-06-25,0.1,0.02,1.09,1.83,2.33,3.25
2014-06-26,0.1,0.02,1.2,1.94,2.42,3.25
2014-06-27,0.1,0.01,1.13,1.93,2.37,3.25
2014-06-28,0.1,0.01,0.99,1.88,2.3,3.25
2014-06-29,0.1,0.01,0.9,1.82,2.28,3.25
2014-06-30,0.09,0.01,0.89,1.91,2.29,3.25
2014-07-01,0.1,0.01,0.91,1.91,2.27,3.25
2014-07-02,0.1,0.01,0.88,1.93,2.31,3.25
2014-07-03,0.09,0.01,0.88,1.94,2.34,3.25
2014-07-04,0.09,0.01,0.92,1.89,2.37,3.25
2014-07-05,0.09,0.01,0.88,1.87,2.21,3.25
2014-07-06,0.09,0.01,0.9,1.88,2.28,3.25
2014-07-07,0.1,0.01,0.91,1.84,2.26,3.25
2014-07-08,0.09,0.01,0.93,1.76,2.28,3.25
2014-07-09,0.09,0.01,0.9,1.68,2.24,3.25
2014-07-10,0.09,0.02,0.88,1.59,2.21,3.25
2014-07-11,0.09,0.01,0.94,1.64,2.28,3.25
2014-07-12,0.09,0.02,0.92,1.59,2.21,3.25
2014-07-13,0.09,0.02,0.91,1.6,2.18,3.25
2014-07-14,0.09,0.02,0.88,1.61,2.19,3.25
2014-07-15,0.09,0.02,0.93,1.64,2.2,3.25
2014-07-16,0.09,0.03,0.91,1.66,2.24,3.25
2014-07-17,0.09,0.02,0.93,1.7,2.28,3.25
2014-07-18,0.09,0.01,0.96,1.76,2.34,3.25
2014-07-19,0.09,0.01,0.97,1.76,2.34,3.25
2014-07-20,0.09,0.02,0.92,1.76,2.34,3.25
2014-07-21,0.1,0.01,0.93,1.77,2.33,3.25
2014-07-22,0.09,0.01,0.94,1.83,2.31,3.25
2014-07-23,0.09,0.02,0.89,1.71,2.35,3.25
2014-07-24,0.09,0.01,0.86,1.65,2.31,3.25
2014-07-25,0.09,0.01,0.89,1.64,2.4,3.25
2014-07-26,0.09,0.01,0.87,1.64,2.44,3.25
2014-07-27,0.09,0.01,0.85,1.65,2.37,3.25
2014-07-28,0.09,0.01,0.86,1.6,2.32,3.25
2014-07-29,0.09,0,0.86,1.61,2.25,3.25
2014-07-30,0.09,0,0.81,1.58,2.24,3.25
2014-07-31,0.08,0.01,0.82,1.64,2.24,3.25
2014-08-01,0.09,0.01,0.88,1.72,2.36,3.25
2014-08-02,0.09,0.01,0.91,1.7,2.4,3.25
2014-08-03,0.09,0.01,0.91,1.64,2.44,3.25
2014-08-04,0.09,0.01,0.97,1.68,2.46,3.25
2014-08-05,0.09,0.02,0.96,1.65,2.43,3.25
2014-08-06,0.09,0.01,0.91,1.63,2.37,3.25
2014-08-07,0.09,0.02,0.88,1.61,2.31,3.25
2014-08-08,0.09,0.02,0.83,1.59,2.33,3.25
2014-08-09,0.09,0.02,0.89,1.66,2.36,3.25
2014-08-10,0.09,0.02,0.89,1.71,2.45,3.25
2014-08-11,0.09,0.02,0.88,1.74,2.5,3.25
2014-08-12,0.09,0.02,0.86,1.71,2.47,3.25
2014-08-13,0.09,0.01,0.85,1.73,2.49,3.25
2014-08-14,0.09,0.02,0.86,1.7,2.46,3.25
2014-08-15,0.09,0.02,0.82,1.67,2.39,3.25
2014-08-16,0.09,0.03,0.84,1.69,2.39,3.25
2014-08-17,0.09,0.03,0.8,1.69,2.37,3.25
2014-08-18,0.09,0.03,0.79,1.7,2.38,3.25
2014-08-19,0.09,0.03,0.82,1.73,2.41,3.25
2014-08-20,0.09,0.05,0.87,1.75,2.27,3.25
2014-08-21,0.09,0.05,0.91,1.76,2.32,3.25
2014-08-22,0.09,0.04,0.93,1.77,2.37,3.25
2014-08-23,0.09,0.04,0.92,1.81,2.37,3.25
2014-08-24,0.09,0.04,0.81,1.83,2.43,3.25
2014-08-25,0.09,0.05,0.77,1.86,2.38,3.25
2014-08-26,0.09,0.06,0.75,1.88,2.34,3.25
2014-08-27,0.09,0.05,0.73,1.87,2.35,3.25
2014-08-28,0.09,0.06,0.71,1.88,2.34,3.25
2014-08-29,0.07,0.06,0.72,1.89,2.41,3.25
2014-08-30,0.07,0.08,0.71,1.89,2.43,3.25
2014-08-31,0.07,0.08,0.78,1.88,2.48,3.25
2014-09-01,0.07,0.08,0.76,1.91,2.47,3.25
2014-09-02,0.09,0.08,0.82,1.95,2.47,3.25
2014-09-03,0.09,0.09,0.82,1.91,2.53,3.25
2014-09-04,0.09,0.09,0.86,1.91,2.51,3.25
2014-09-05,0.09,0.09,0.81,1.88,2.52,3.25
2014-09-06,0.09,0.11,0.85,1.97,2.45,3.25
2014-09-07,0.09,0.12,0.81,1.92,2.46,3.25
2014-09-08,0.09,0.11,0.81,1.9,2.48,3.25
2014-09-09,0.09,0.1,0.87,1.93,2.53,3.25
2014-09-10,0.09,0.09,0.88,1.93,2.55,3.25
2014-09-11,0.09,0.08,0.92,1.98,2.56,3.25
2014-09-12,0.09,0.09,0.88,1.99,2.57,3.25
2014-09-13,0.09,0.09,0.88,2.04,2.54,3.25
2014-09-14,0.09,0.1,0.89,2.03,2.51,3.25
2014-09-15,0.09,0.12,0.84,2.02,2.46,3.25
2014-09-16,0.09,0.1,0.84,1.99,2.51,3.25
2014-09-17,0.09,0.08,0.87,1.99,2.53,3.25
2014-09-18,0.09,0.08,0.89,1.99,2.53,3.25
2014-09-19,0.09,0.07,0.84,1.95,2.51,3.25
2014-09-20,0.09,0.08,0.87,1.94,2.46,3.25
2014-09-21,0.09,0.08,0.83,1.92,2.42,3.25
2014-09-22,0.09,0.08,0.85,1.98,2.42,3.25
2014-09-23,0.09,0.08,0.89,2.01,2.47,3.25
2014-09-24,0.09,0.09,0.9,2.07,2.49,3.25
2014-09-25,0.09,0.09,0.92,2.06,2.5,3.25
2014-09-26,0.09,0.08,0.99,2.13,2.55,3.25
2014-09-27,0.09,0.09,1.13,2.15,2.57,3.25
2014-09-28,0.09,0.08,1.11,2.13,2.61,3.25
2014-09-29,0.08,0.09,1.13,2.12,2.68,3.25
2014-09-30,0.07,0.1,1.2,2.13,2.71,3.25
2014-10-01,0.09,0.1,1.22,2.15,2.69,3.25
2014-10-02,0.09,0.09,1.15,2.11,2.67,3.25
2014-10-03,0.09,0.08,1.13,2.06,2.68,3.25
2014-10-04,0.09,0.08,1.1,2.04,2.68,3.25
2014-10-05,0.09,0.09,1.09,2.02,2.66,3.25
2014-10-06,0.09,0.09,1.04,2.01,2.65,3.25
2014-10-07,0.09,0.09,1.05,2.03,2.61,3.25
2014-10-08,0.09,0.07,1.01,1.99,2.63,3.25
2014-10-09,0.08,0.07,1.04,2.02,2.62,3.25
2014-10-10,0.09,0.08,1.03,2.04,2.68,3.25
2014-10-11,0.09,0.08,1.1,2.04,2.68,3.25
2014-10-12,0.09,0.08,1.05,1.96,2.64,3.25
2014-10-13,0.09,0.08,1.01,1.95,2.59,3.25
2014-10-14,0.09,0.07,0.89,1.85,2.61,3.25
2014-10-15,0.09,0.09,0.9,1.84,2.62,3.25
2014-10-16,0.09,0.09,0.85,1.87,2.63,3.25
2014-10-17,0.09,0.09,0.89,1.95,2.65,3.25
2014-10-18,0.09,0.09,0.9,1.91,2.69,3.25
2014-10-19,0.09,0.09,0.86,1.91,2.63,3.25
2014-10-20,0.09,0.08,0.85,1.89,2.63,3.25
2014-10-21,0.09,0.08,0.88,1.91,2.67,3.25
2014-10-22,0.09,0.07,0.86,1.87,2.65,3.25
2014-10-23,0.09,0.07,0.84,1.91,2.47,3.25
2014-10-24,0.09,0.08,0.86,1.96,2.5,3.25
2014-10-25,0.09,0.08,0.83,1.95,2.49,3.25
2014-10-26,0.09,0.09,0.86,2.01,2.49,3.25
2014-10-27,0.09,0.09,0.86,2.02,2.48,3.25
2014-10-28,0.09,0.09,0.83,2.04,2.5,3.25
2014-10-29,0.09,0.09,0.82,2.06,2.46,3.25
2014-10-30,0.09,0.1,0.82,2.06,2.44,3.25
2014-10-31,0.07,0.09,0.84,2.06,2.46,3.25
2014-11-01,0.07,0.08,0.82,2.04,2.44,3.25
2014-11-02,0.07,0.09,0.82,2.01,2.45,3.25
2014-11-03,0.09,0.07,0.78,1.93,2.49,3.25
2014-11-04,0.1,0.1,0.79,1.94,2.44,3.25
2014-11-05,0.09,0.09,0.77,1.95,2.37,3.25
2014-11-06,0.09,0.09,0.77,1.94,2.34,3.25
2014-11-07,0.09,0.1,0.79,1.96,2.32,3.25
2014-11-08,0.09,0.1,0.75,1.91,2.33,3.25
2014-11-09,0.09,0.1,0.73,1.91,2.31,3.25
2014-11-10,0.09,0.09,0.74,1.92,2.32,3.25
2014-11-11,0.09,0.1,0.75,1.89,2.29,3.25
2014-11-12,0.09,0.1,0.74,1.87,2.23,3.25
2014-11-13,0.09,0.08,0.75,1.85,2.35,3.25
2014-11-14,0.09,0.09,0.75,1.86,2.46,3.25
2014-11-15,0.09,0.09,0.78,1.87,2.47,3.25
2014-11-16,0.09,0.09,0.74,1.8,2.48,3.25
2014-11-17,0.1,0.1,0.77,1.79,2.49,3.25
2014-11-18,0.11,0.09,0.76,1.78,2.48,3.25
2014-11-19,0.1,0.09,0.76,1.76,2.46,3.25
2014-11-20,0.1,0.07,0.69,1.71,2.45,3.25
2014-11-21,0.1,0.07,0.67,1.72,2.46,3.25
2014-11-22,0.1,0.07,0.62,1.65,2.47,3.25
2014-11-23,0.1,0.08,0.68,1.69,2.49,3.25
2014-11-24,0.1,0.08,0.68,1.71,2.55,3.25
2014-11-25,0.1,0.09,0.73,1.73,2.59,3.25
2014-11-26,0.1,0.09,0.72,1.77,2.53,3.25
2014-11-27,0.1,0.09,0.71,1.79,2.51,3.25
2014-11-28,0.08,0.09,0.69,1.79,2.47,3.25
2014-11-29,0.08,0.1,0.75,1.81,2.49,3.25
2014-11-30,0.08,0.1,0.71,1.8,2.44,3.25
2014-12-01,0.13,0.11,0.73,1.79,2.43,3.25
2014-12-02,0.12,0.09,0.68,1.86,2.42,3.25
2014-12-03,0.12,0.1,0.69,1.85,2.41,3.25
2014-12-04,0.12,0.09,0.71,1.87,2.47,3.25
2014-12-05,0.12,0.09,0.74,1.88,2.44,3.25
2014-12-06,0.12,0.09,0.73,1.77,2.43,3.25
2014-12-07,0.12,0.09,0.76,1.74,2.48,3.25
2014-12-08,0.12,0.1,0.72,1.7,2.5,3.25
2014-12-09,0.12,0.1,0.75,1.7,2.52,3.25
2014-12-10,0.12,0.09,0.73,1.68,2.52,3.25
2014-12-11,0.12,0.09,0.69,1.64,2.52,3.25
2014-12-12,0.12,0.09,0.72,1.72,2.54,3.25
2014-12-13,0.12,0.1,0.67,1.71,2.51,3.25
2014-12-14,0.12,0.09,0.69,1.77,2.49,3.25
2014-12-15,0.11,0.08,0.68,1.8,2.46,3.25
2014-12-16,0.12,0.08,0.64,1.76,2.44,3.25
2014-12-17,0.13,0.09,0.63,1.77,2.43,3.25
2014-12-18,0.13,0.09,0.63,1.79,2.45,3.25
2014-12-19,0.13,0.1,0.64,1.79,2.43,3.25
2014-12-20,0.13,0.1,0.63,1.76,2.4,3.25
2014-12-21,0.13,0.1,0.63,1.78,2.44,3.25
2014-12-22,0.13,0.1,0.6,1.78,2.44,3.25
2014-12-23,0.13,0.1,0.62,1.78,2.46,3.25
2014-12-24,0.13,0.09,0.6,1.79,2.45,3.25
2014-12-25,0.13,0.09,0.62,1.82,2.5,3.25
2014-12-26,0.13,0.09,0.59,1.77,2.55,3.25
2014-12-27,0.13,0.1,0.57,1.75,2.55,3.25
2014-12-28,0.13,0.1,0.57,1.7,2.54,3.25
2014-12-29,0.13,0.1,0.56,1.68,2.52,3.25
2014-12-30,0.13,0.11,0.58,1.71,2.51,3.25
2014-12-31,0.06,0.11,0.65,1.79,2.59,3.25
2015-01-01,0.06,0.11,0.61,1.78,2.56,3.25
2015-01-02,0.12,0.11,0.6,1.83,2.57,3.25
